Time,BasePrice,USDPrice,24Hr USD Volume
2017-11-16 06:02:09.738233,0.04545,330.03972,33553351.53969105
2017-11-16 06:03:10.225434,0.04549,330.33018400000003,33531812.479932345
2017-11-16 06:04:10.746521,0.04549,330.33018400000003,33489290.445174247
2017-11-16 06:05:11.043850,0.04548999,330.66173341110004,33517980.378359668
2017-11-16 06:06:11.425143,0.04549,330.66180610000004,33521561.7628614
2017-11-16 06:07:11.808469,0.04540008,330.00818751120005,33419801.237947695
2017-11-16 06:08:12.249864,0.0454,330.007606,33414252.719248515
2017-11-16 06:09:12.634956,0.0453162,329.398473018,33406243.912653103
2017-11-16 06:10:12.967211,0.0454,330.282276,33427918.256531276
2017-11-16 06:11:13.284772,0.0454,330.282276,33422139.941850126
2017-11-16 06:12:13.736006,0.04531622,329.67278152679995,33423188.822256744
2017-11-16 06:13:14.080488,0.04531622,329.67278152679995,33423188.822256744
2017-11-16 06:14:14.472218,0.04531622,329.67278152679995,33423188.822256744
2017-11-16 06:15:14.745075,0.04531635,329.7339980145,33399504.984475687
2017-11-16 06:16:15.042740,0.0453999,330.341930373,33379587.819850728
2017-11-16 06:17:15.323176,0.04531622,329.7330520994,33381090.86250026
2017-11-16 06:18:17.574470,0.04531622,329.7330520994,33381090.86250026
2017-11-16 06:19:17.876779,0.04531622,329.7330520994,33381090.86250026
2017-11-16 06:20:18.140429,0.04531622,330.3538843134,33443941.87611249
2017-11-16 06:21:18.417949,0.04531622,330.3538843134,33443941.87611249
2017-11-16 06:22:18.714768,0.04531622,330.3538843134,33443941.87611249
2017-11-16 06:23:19.039776,0.04531622,330.3538843134,33443941.87611249
2017-11-16 06:24:19.263633,0.04531622,330.3538843134,33443941.87611249
2017-11-16 06:25:20.292189,0.04531622,330.2047939496,33428848.457515102
2017-11-16 06:26:20.584855,0.04531622,330.2047939496,33428848.457515102
2017-11-16 06:27:21.115787,0.04531622,330.2047939496,33428848.457515102
2017-11-16 06:28:23.698096,0.04531622,330.2047939496,33428848.457515102
2017-11-16 06:29:24.145546,0.04525846,329.902492478,33669429.979764864
2017-11-16 06:30:24.423905,0.04525846,329.902492478,33640065.68462886
2017-11-16 06:31:24.883515,0.0454,330.93422000000004,33623566.39511761
2017-11-16 06:32:25.297124,0.04525846,329.902492478,33585183.96878258
2017-11-16 06:33:25.598238,0.04525846,329.902492478,33583474.76708532
2017-11-16 06:34:25.908283,0.04525846,329.902492478,33583474.76708532
2017-11-16 06:35:26.160772,0.04525846,329.671674332,33559977.8988933
2017-11-16 06:36:26.482185,0.04538,330.55699599999997,33545248.934802376
2017-11-16 06:37:26.962294,0.04538,330.55699599999997,33488499.93279498
2017-11-16 06:38:27.196162,0.04537,330.484154,33482986.74325466
2017-11-16 06:39:27.475225,0.04536,330.41131199999995,33487730.346284363
2017-11-16 06:40:27.756313,0.04536,330.37230239999997,33456191.747465942
2017-11-16 06:41:28.035313,0.04536,330.37230239999997,33464718.22133849
2017-11-16 06:42:28.314535,0.0454,330.66363600000005,33471029.972158328
2017-11-16 06:43:28.908328,0.0452,329.20696799999996,33466173.12633321
2017-11-16 06:44:29.210968,0.04515538,328.88198536920004,33522767.22562704
2017-11-16 06:45:29.527810,0.04515,329.01708,33649112.129974574
2017-11-16 06:46:29.850724,0.04515,329.01708,33665339.74759829
2017-11-16 06:47:30.249523,0.04519,329.308568,33673653.67487315
2017-11-16 06:48:30.544715,0.0452,329.38144,33756193.4051928
2017-11-16 06:49:30.855798,0.04511177,328.738490344,33751345.18650801
2017-11-16 06:50:31.242646,0.0451118,328.256463818,33690901.25078755
2017-11-16 06:51:31.542304,0.0452,328.898252,33702317.178573884
2017-11-16 06:52:31.975847,0.04518,328.7527218,33706609.35177082
2017-11-16 06:53:32.400669,0.04511176,328.25617275760004,33636273.84003984
2017-11-16 06:54:32.847014,0.04510919,328.2374721269,33623944.04124618
2017-11-16 06:55:33.080585,0.04507055,329.595523684,33791684.75682759
2017-11-16 06:56:33.369427,0.04506231,329.5352655528,33814796.339267954
2017-11-16 06:57:33.674680,0.0450668,329.568100384,33803088.16214464
2017-11-16 06:58:34.171798,0.04506231,329.5352655528,33859650.24020497
2017-11-16 06:59:34.686890,0.045,329.07959999999997,34074178.51010203
2017-11-16 07:00:34.983988,0.045,329.34555,34027211.891588956
2017-11-16 07:01:35.280261,0.04496563,329.09400318769997,33988076.83362213
2017-11-16 07:02:35.708529,0.04494081,328.9123508199,33956667.81277201
2017-11-16 07:03:36.005586,0.0449812,329.207956748,33924231.642048
2017-11-16 07:04:36.395012,0.0449812,329.207956748,33890097.68323048
2017-11-16 07:05:40.791566,0.045,329.53005,33910317.90343098
2017-11-16 07:06:41.182416,0.0449812,329.392379668,33915792.54718198
2017-11-16 07:07:41.629555,0.045,329.53005,33914037.19494147
2017-11-16 07:08:41.914677,0.045,329.53005,33901143.26105548
2017-11-16 07:09:42.661304,0.04506231,329.98633927590004,33881821.906374626
2017-11-16 07:10:42.965156,0.045,329.10435,33825623.2381011
2017-11-16 07:11:43.227664,0.045,329.10435,33824688.92116339
2017-11-16 07:12:43.545171,0.0450623,329.559976689,33815044.13306142
2017-11-16 07:13:43.843102,0.04506231,329.5600498233,33806930.24156582
2017-11-16 07:14:44.330915,0.04486647,328.3758992712,33817564.638468325
2017-11-16 07:15:44.626753,0.045,329.3532,33823171.419629276
2017-11-16 07:16:45.081504,0.045,329.3532,33809795.58387288
2017-11-16 07:17:45.371276,0.04504,329.6459584,33870980.21120817
2017-11-16 07:18:45.668797,0.04506231,329.8092443976,33934646.46952792
2017-11-16 07:19:45.946864,0.04485914,327.866482432,33914849.50923865
2017-11-16 07:20:46.232965,0.0447947,327.39550336,33919970.54062695
2017-11-16 07:21:46.519573,0.0449,328.16512,33911533.69319923
2017-11-16 07:22:46.775203,0.045,328.896,33921072.0147927
2017-11-16 07:23:47.131639,0.04505,329.26144,33916443.93309466
2017-11-16 07:24:47.420496,0.04505,329.18710749999997,33914918.33585093
2017-11-16 07:25:47.712794,0.04505,329.18710749999997,33918862.8936938
2017-11-16 07:26:47.987042,0.045,328.82174999999995,33928427.03804248
2017-11-16 07:27:48.289602,0.0450623,329.276985445,33930169.85973947
2017-11-16 07:28:48.850809,0.04486003,327.7989682145,33895567.150872976
2017-11-16 07:29:49.313665,0.04506232,329.8142744424,33946492.08179487
2017-11-16 07:30:49.788232,0.0450668,329.847063876,33937634.10150181
2017-11-16 07:31:50.294659,0.04479475,327.8559108825,33952347.324108206
2017-11-16 07:32:50.699845,0.04479476,327.85598407320003,33941416.434467636
2017-11-16 07:33:51.008364,0.04479476,327.85598407320003,33942949.086736284
2017-11-16 07:34:51.463218,0.04472599,327.3012167408,33941026.066791326
2017-11-16 07:35:51.759088,0.04479489,327.8054214288,33860355.488816336
2017-11-16 07:36:52.202879,0.0447,327.111024,33920875.63313068
2017-11-16 07:37:52.482233,0.0447,327.111024,33948260.55020922
2017-11-16 07:38:52.911914,0.04469938,327.1064868896,33910610.43446201
2017-11-16 07:39:53.314532,0.04457499,326.1962108208,33935527.506547034
2017-11-16 07:40:53.671737,0.04457137,327.9320719202,34113643.15088871
2017-11-16 07:41:54.198170,0.04457498,327.95863235080003,34103676.4940273
2017-11-16 07:42:54.735834,0.0444,326.671224,34293551.45404639
2017-11-16 07:43:55.236757,0.0442,325.19973200000004,34636687.93079081
2017-11-16 07:44:55.504555,0.04419201,325.14094589459995,35014346.91477432
2017-11-16 07:45:55.871786,0.0442,326.073566,35216590.367536455
2017-11-16 07:46:56.306222,0.0442,326.073566,35342532.55859958
2017-11-16 07:47:56.751176,0.0442,326.073566,35367572.49298049
2017-11-16 07:48:57.192378,0.0442,326.073566,35406909.83616704
2017-11-16 07:49:57.497379,0.0441,325.335843,35454547.06195189
2017-11-16 07:50:57.808152,0.0441,325.768464,35505594.80737119
2017-11-16 07:51:58.289092,0.0441,325.768464,35532352.13324347
2017-11-16 07:52:58.583898,0.044,325.02975999999995,35591158.39062827
2017-11-16 07:53:59.135704,0.04409093,325.7014635472,35645965.87114304
2017-11-16 07:54:59.506934,0.04400012,325.03064644479997,35662285.56338788
2017-11-16 07:55:59.893644,0.04400001,326.0409541002,35765765.672771946
2017-11-16 07:57:00.285005,0.04400001,326.0409541002,35774120.47298956
2017-11-16 07:58:00.959296,0.04400001,326.0409541002,35912327.584932886
2017-11-16 07:59:01.463081,0.04400008,326.0414728016,35966381.44411835
2017-11-16 08:00:01.781320,0.04401852,326.3251354272,35981359.263024025
2017-11-16 08:01:02.207864,0.0440001,326.18858133599997,35970250.83931434
2017-11-16 08:02:02.529365,0.04394125,325.7523051,36038090.69742813
2017-11-16 08:03:02.832382,0.0438728,325.244860608,36017716.52981949
2017-11-16 08:04:03.304199,0.04398887,326.1053293032,36062909.76690664
2017-11-16 08:05:03.607695,0.04371777,324.8684975808,36182667.56551624
2017-11-16 08:06:04.008314,0.0437192,324.879123968,36213806.19425608
